Feature.ID	p.Value	rab.all	rab.win.Rh	rab.win.Bs	diff.btw	diff.win	effect	overlap
PWY-6608	0.0013691555702946133	3.571465768301073	3.366309631517659	3.7162214780314984	0.35450743040017274	0.4885957285836491	0.5562285029964367	0.17300000190464845
PWY-6609	2.293550544078814e-5	3.236428083146664	2.9954916705456345	3.439199636888302	0.4444312833507782	0.4901586155530593	0.7138138357909245	0.15400000221311394
PWY-6612	0.00999354820907367	3.421904658741362	3.230719292739392	3.5331845415350136	0.33204350716675135	0.554262615431794	0.46355805470272804	0.20355928966550674
PWY-6628	0.01631991059799656	3.4347898060426725	3.2723115348799703	3.5622901143650485	0.30746942980773984	0.6088816621083648	0.4269945008740412	0.23055389048737646
PWY-6630	7.912584272463531e-4	3.3668470438574287	3.2134073628172257	3.483548800346379	0.262417181802026	0.4651299110554463	0.5106779768982999	0.23775245071550982
PWY-6876	4.594700911978948e-12	-0.1671387592915785	0.18550598330921364	-0.426267612622107	-0.6215545649096708	0.5768280168814242	-1.0298753301637489	0.11817636777913117
PWY-6897	0.011955842354482951	3.6583913080777557	3.4818782830725823	3.755059567065059	0.28755066782086125	0.44951137758343584	0.5012378849698961	0.19720000159389733
PWY-6957	2.9531583349141527e-7	-1.0751205706546676	-0.8997598838553822	-1.4550566000444372	-0.5397214924031859	0.4133388830871194	-1.0869891235282405	0.16360000204869563
PWY-6969	0.04565347065689795	3.952200270499483	3.819756770993129	4.043800388436454	0.23458500771597635	0.39014458939575514	0.48108060867329616	0.20060000155587773
PWY-7002	4.022838941667645e-6	-6.00783433185717	-4.6544650339099825	-7.4545197149825775	-3.2836443295398254	3.753672283089477	-0.9964359576979589	0.05320000739199722
PWY-7097	0.011417369026948275	-1.6982990679969676	-1.4411716145094413	-1.8716555562899106	-0.38012877705839276	0.5891583817888142	-0.6082666092015956	0.26694661166992995
PWY-7098	0.009777636810577736	-1.5433695124604956	-1.2885141331795538	-1.7201800158978644	-0.3749393259548439	0.5768364533213362	-0.6116982054437776	0.2622000010243759
PWY-7196	2.573179389938103e-4	2.7490492552194237	2.6676395061653775	2.917171012463208	0.22071346077726517	0.2581642001036428	0.7780341904682425	0.21535693001746123
PWY-7197	0.01569558146127153	3.5024246244839157	3.3383057755470578	3.6030870287646173	0.2736841573759503	0.44245832199340285	0.49668559352520725	0.19656068946296973
PWY-7199	0.016610896888387135	2.753531590006257	2.6718334571251328	2.85641305623984	0.15946287539971404	0.20866906792443451	0.7076218034804427	0.22555489033094844
PWY-7200	0.004534950723597626	3.039526097071244	2.9380952163699945	3.1578977858625246	0.18931914821733997	0.2274913864212218	0.7662237969331293	0.21060000145064703
PWY-7208	0.009971299683020641	3.8440079933706413	3.675191453577328	3.9444333247810834	0.2755765939673287	0.44832800417002927	0.5246596686710796	0.20200000154056771
PWY-7219	0.026041820754496958	3.8763707408161987	3.72096188358718	3.9663103297120106	0.25936486426224326	0.4204813584743796	0.4964587542014705	0.20980000145872582
PWY-722	0.017226399755577142	-1.8965298506243844	-1.6839044674637833	-2.306548996646189	-0.6950733180218887	0.8239635200741011	-0.7248688748846822	0.20635872974788316
PWY-7220	0.01601638183809412	3.810174859203487	3.6420776862770756	3.9165782938677056	0.2788974632292649	0.4612875587262164	0.4689836904433451	0.19660000160073354
PWY-7221	0.00947991789024203	3.706344274181729	3.5385948726355343	3.80751040880445	0.27857509113844436	0.4160517903832348	0.5151127181992388	0.18296340908517889
PWY-7222	0.01600043476976641	3.810557205535721	3.642011693234762	3.916717586752166	0.28653103403931235	0.4634802117985686	0.47929010994996746	0.19916016953760968
PWY-7228	0.01305193893020284	3.783368975339087	3.6163159065192234	3.8850056163859956	0.28310817701033786	0.44940359636308536	0.502823892006182	0.18520000173844683
PWY-7229	0.01826397658865605	3.9053215682972153	3.7430492997302873	4.003723374808933	0.2779672720359394	0.4540079219091271	0.5070886156664209	0.20095980958969584
PWY-7295	1.5075023863002964e-8	-0.6245155328543737	-0.32794774871421684	-0.982313787495043	-0.6518923851324896	0.49807903162972256	-1.2412209737178286	0.08340000454142364
PWY-7315	2.3360205914349357e-5	-1.1761477967921774	-0.8813494542919518	-1.6759980003666843	-0.7783422156156385	0.7083828388336642	-0.9146473899094876	0.15100000226860824
PWY-7328	0.00435059905695854	2.96675800918657	2.763828257653868	3.145932389956772	0.44351791623927284	0.9078026470828675	0.4265134348271855	0.2467506510050272
PWY-7400	0.006469150564845681	3.5837458642233098	3.416321382165632	3.6931963607400937	0.2952218580504722	0.46527147996241514	0.5073892251421314	0.1924000016496952
PWY-7446	0.020615066586252295	-3.9004060864875596	-3.4247307823648248	-4.469530773353989	-1.1745226692580113	1.1345012239750156	-0.9212140482898907	0.10977804771728003
PWY-7456	0.00981351563990446	-1.8583743920987494	-1.6796598402790597	-2.3918968319751945	-0.7516018294944011	1.1585213602815099	-0.5970037484087554	0.27540000093792083
PWY-7527	0.008648346416414685	-1.3725690631860479	-1.617447017036823	-1.0928992779925686	0.5315681528279006	0.7785940016229889	0.6502990548164009	0.241151770824341
PWY-7560	0.034215314630675855	3.484546543402806	3.331844705205398	3.578810514521256	0.26115435094600725	0.43157404095911645	0.4683268447136486	0.20260000153406618
PWY-841	0.019914051322734397	3.7454055933681856	3.5863344621783884	3.842211540080096	0.26533076296468305	0.42887947871842336	0.4890305745034249	0.2012000015492919
PWY0-1061	6.274603080648738e-4	3.1886807237887127	3.057245151607296	3.3356536786537268	0.4025072563429908	0.9946537758301366	0.4042570829234541	0.26634673164991357
PWY0-1241	0.0047045550442762	2.9456853169908737	2.7383883272722196	3.134150924197888	0.4159360217149022	0.6455900969589026	0.5284900175955851	0.20960000146075425
PWY0-1296	1.4125826640227342e-5	2.9141975786057905	2.6007103911072083	3.1302371508119116	0.5375671875638499	0.6366129565303194	0.6417909240661028	0.17060000193998895
PWY0-1297	2.857112292213819e-5	2.8682708738920075	2.5724049187813742	3.0803128276342306	0.5287126293523894	0.6666504462500908	0.6244389841906925	0.17696460892610869
PWY0-1298	2.849159019773399e-7	2.165098104610606	2.0265712405063256	2.3987760188849148	0.36515085222496513	0.31534546645268513	1.070668660305505	0.13900000251366837
PWY0-1319	0.03144143206533341	3.975562190293474	3.8233510592859825	4.065824873006846	0.24412410498772408	0.4537388796499573	0.45210886822742796	0.21415716998111575
PWY0-1415	0.0023999631377338944	2.5067196643756056	2.41431912160827	2.6774438107981418	0.2680707602505974	0.2861876274893662	0.8047417240156471	0.19120000166405246
