Feature.ID	p.Value	rab.all	rab.win.0	rab.win.1	diff.btw	diff.win	effect	overlap
PWY-7242	0.0014482563808084113	2.819710375474414	2.9070829529999784	2.6934169416026936	-0.20757110711743554	0.2666862256018394	-0.7392131601922529	0.21215756992080742
PWY-7255	0.0067040076670982236	0.1332540312025996	0.30323819929034634	-0.015465993522538746	-0.3171182303240281	0.4267359462637508	-0.6841889030064174	0.19440000162613408
PWY-7316	0.002024487146608477	-2.5564983267331156	-2.367343456475048	-2.9068055628037195	-0.5851041104737922	0.7355589399093283	-0.7690559244642527	0.19580000160990849
PWY-7328	7.823544890412877e-9	2.8057438930071967	2.98506146533249	2.422264607401031	-0.4594533206953457	0.4649757472815308	-0.9558117457792428	0.15780000214573733
PWY-7347	3.4551416932916744e-4	-0.45066158531489275	-0.8631219879888805	-0.15387935451956114	0.6407557615979549	0.6976855020268982	0.8953931984903714	0.1665666886634276
PWY-7376	6.619784338502613e-10	1.7195683655070448	1.8855223851990734	1.483199112232854	-0.392630283364376	0.26289415236382485	-1.4226283744297805	0.07118576824989735
PWY-7400	0.006133760452473158	3.4557522598898704	3.565845088904717	3.380603612516851	-0.18177635025320837	0.28162837086414694	-0.591340868556851	0.26034793145059665
PWY-7539	0.0027654989938685213	3.4140318909319265	3.492831640584208	3.3232792628687102	-0.1700627312051246	0.27052171171711104	-0.6120360708385585	0.25600000106756815
PWY-7616	0.026059615492626087	0.24121796986898314	0.421637662970471	0.12213101410967386	-0.3107025572728137	0.5022124147472509	-0.561001536553674	0.2416000011752114
PWY-7664	0.001855501361767838	3.5976564921350533	3.6810144811961902	3.5093202949977624	-0.18945460044079	0.26092130778778877	-0.6890084534107975	0.20420000151690132
PWY0-1061	1.564541265484622e-11	3.0477162152280974	3.2109971132685944	2.557932823059285	-0.5420283611292063	0.5068176351301505	-1.033430345638191	0.1474000023380737
PWY0-1241	9.962797709045998e-4	2.814726802298239	2.9828591585452546	2.6817275357115893	-0.2705320867603911	0.38805716991411465	-0.6637053050703285	0.23575285065181403
PWY0-1296	4.741142366158122e-8	2.7560370470601	2.963977449806576	2.5646138284207476	-0.36654184506600096	0.5177663506771779	-0.7182594753025655	0.22560000130887595
PWY0-1297	9.153830061157323e-9	2.7216994364030462	2.9288219298832434	2.5043896494206077	-0.38192023116419804	0.5083481293012353	-0.7610001979507162	0.21340000142280896
PWY0-1338	5.130176416649948e-7	-2.48457100862226	-2.039724775710398	-3.5067002447293456	-1.467336359522534	0.7741546350611124	-1.6896408192012686	0.08360000452937223
PWY0-1479	2.505454697539605e-7	2.9690518549843476	3.108553681034161	2.75571003123983	-0.3204112363989262	0.3534917132955995	-0.8499592340083033	0.18036392901562512
PWY0-166	0.0243459434689774	3.32354847713984	3.420478925271052	3.2422872234818314	-0.15969873598837658	0.2642404559048712	-0.5612428373347937	0.273345331884352
PWY0-42	2.69713005693009e-11	1.9068338848576927	2.113794321600965	1.2280501646621254	-0.7813155183960054	0.6913464090943551	-1.0444969322064754	0.15216956833260703
PWY0-862	7.105610440439674e-4	3.493438159557484	3.5839988474162316	3.4006434143184046	-0.2038048943747084	0.26533877196004996	-0.7497368239810918	0.19280000164494643
PWY490-3	4.91732479417037e-8	-0.22058831063569606	-0.4000020678198961	0.2408161957910382	0.5978812045255779	0.4116275427767704	1.3252726297027844	0.09838032770683638
PWYG-321	0.0016396085548134938	3.6648274236746188	3.7482885702672544	3.5757835814344485	-0.19118816742945155	0.25541445581220357	-0.7190335289789955	0.20420000151690132
PYRIDNUCSAL-PWY	1.237653382984519e-5	3.0469016220898064	3.1777367091071658	2.9374105148280814	-0.24163811702125715	0.31950409735077834	-0.7213686425902314	0.21095780988478577
PYRIDOXSYN-PWY	5.294939252816967e-10	2.781501320406343	2.9507231072284803	2.1818509295302704	-0.6874550722000308	0.7042183084025027	-0.9527881497258883	0.16636672865855456
SALVADEHYPOX-PWY	0.01063167362402892	3.5751742379752542	3.705656956535854	3.5222552543657577	-0.17211839669154072	0.28909891157477663	-0.5505557650510908	0.2757448519651751
SER-GLYSYN-PWY	0.0037279553161487008	3.8220735198103757	3.930872271039484	3.724179880005309	-0.1863803188348343	0.2643526663389242	-0.6534059963407357	0.23520000122673698
SUCSYN-PWY	0.0060571766424868025	1.0131898674337663	0.699839043959293	1.20020657129073	0.4818301240579155	0.5774057818571512	0.8177975123516803	0.19296140936083475
TCA-GLYOX-BYPASS	1.2418644478415464e-5	3.26794784183485	3.3817017158623246	3.1243446502237435	-0.2486481775046463	0.28231471378883555	-0.8157776603087463	0.1850000017410046
TYRFUMCAT-PWY	7.433436536228166e-10	2.5379379747394326	2.6889445012889768	2.1691963493118642	-0.47853031088817577	0.38052464306217537	-1.1607986848686127	0.11980000300464122
UBISYN-PWY	0.012478868497695837	3.054030267158627	3.1464391003401166	2.936650682439603	-0.19518470991342296	0.24538142673940389	-0.7175501302337788	0.2174000013841765
UDPNAGSYN-PWY	0.031996477179804896	3.5010204574525075	3.6249757608168793	3.4396983478084473	-0.1642162049008511	0.2931926270239704	-0.5314996716344182	0.2842000008840046
VALSYN-PWY	0.026122719942804504	4.457811384841163	4.563566396052505	4.38909247036222	-0.16556060918179272	0.2647594206005528	-0.5790601442765133	0.26000000103950083
